,name,github_id,pypi_id,category,labels,homepage,dependent_project_count,github_dependent_project_count,contributor_count,github_url,license,created_at,updated_at,projectrank,fork_count,open_issue_count,star_count,description,pypi_url,pypi_latest_release_published_at,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_monthly_downloads,monthly_downloads,show,projectrank_placing,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_monthly_downloads,cargo_total_downloads,new_addition,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,gitee_id,gitee_url,watchers_count,trending,greasy_fork_id,greasy_fork_url,greasy_fork_code_url,greasy_fork_total_installs,greasy_fork_fan_score,docs_url
57,BITCS-final-exam-learning-materials,Sharpiless/BITCS-final-exam-learning-materials,,learning,,https://github.com/Sharpiless/BITCS-final-exam-learning-materials,,,1.0,https://github.com/Sharpiless/BITCS-final-exam-learning-materials,GPL-3.0,2021-05-25 02:39:58.000,2021-05-26 04:04:03,4,2.0,,17.0,北理工计算机CS期末考试复习资料/历年考题汇总，欢迎PR.,,,,,,,,False,2.0,,,,,,,,,,,,,,,,,,,,,
58,网协主页,BITNP/bitnp-website,,org,['web'],https://www.bitnp.net/,,,15.0,https://github.com/BITNP/bitnp-website,,2022-08-12 09:16:11.000,2025-01-12 06:47:18,4,5.0,2.0,13.0,The website of Net Pioneer Association of BIT.,,,,,,,,False,1.0,,,,,,,,,,,,iruhh/bitnp-website,https://gitee.com/iruhh/bitnp-website,5.0,,,,,,,
59,PyFMT,,,apollo,['python'],https://spaitlab.gitee.io/py-fmt/index.html,,,,,GPL-2.0,2021-11-20 22:03:10.000,2024-08-02 15:40:05,4,6.0,,6.0,Python基础数学工具箱 Python Fundamental Mathematics Toolbox.,,,,,,,,False,3.0,,,,,,,,,,,,spaitlab/py-fmt,https://gitee.com/spaitlab/py-fmt,10.0,,,,,,,
60,i乐学助手,BobH233/LexueSwiftUI,,academic,,https://apps.apple.com/cn/app/i%E4%B9%90%E5%AD%A6%E5%8A%A9%E6%89%8B/id6468846337,,,2.0,https://github.com/BobH233/LexueSwiftUI,GPL-3.0,2023-09-03 10:28:01.000,2024-03-12 03:12:56,4,,,6.0,提供“乐学”服务的iOS端手机应用，具有“临近作业期限提醒”“小组件显示最近日程”“聚合全校消息通知”等增强功能。.,,,,,,,,False,2.0,,,,,,,,,,,,,,,,,,,,,
61,bitsrun.sh,BITNP/bitsrun.sh,,srun,,https://github.com/BITNP/bitsrun.sh,,,1.0,https://github.com/BITNP/bitsrun.sh,MIT,2025-03-15 23:13:51.691,2024-12-28 14:24:47,4,,,6.0,bash version of BITNP/bitsrun.,,,,,,,,False,3.0,,,,,,,,,,,,,,,,,,,,,
62,lexue_ddl,xiabee/lexue_ddl,,cal,['python'],https://github.com/xiabee/lexue_ddl,,,1.0,https://github.com/xiabee/lexue_ddl,,2020-03-03 14:03:32.000,2020-12-03 13:59:56,4,,1.0,5.0,view your own deadline of lexue.bit.edu.cn.,,,,,,,,False,2.0,,,,,,,,,,,,,,,,,,,,,
63,BIT_Matrix_Analysis_Course,NeoSunJZ/BIT_Matrix_Analysis_Course,,learning,,https://github.com/NeoSunJZ/BIT_Matrix_Analysis_Course,,,1.0,https://github.com/NeoSunJZ/BIT_Matrix_Analysis_Course,MIT,2023-02-14 09:25:40.000,2023-02-14 09:28:21,4,,,5.0,北京理工大学矩阵分析试题观察和往年试题，有帮助欢迎给Star，欢迎更多校友贡献资源.,,,,,,,,False,2.0,,,,,,,,,,,,,,,,,,,,,
64,Bon-for-Mac,Chriskuei/Bon-for-Mac,,srun,,https://github.com/Chriskuei/Bon-for-Mac,,,1.0,https://github.com/Chriskuei/Bon-for-Mac,MIT,2016-05-27 04:08:07.000,2017-11-15 05:37:19,4,2.0,,5.0,The elegant network client for BIT.,,,,,,,,False,3.0,,,,,,,,,,,,,,,,,,,,,
65,BIT-Report-LaTeX,CharlieLeee/BIT-Report-LaTeX,,template,['latex'],https://www.overleaf.com/latex/templates/beijing-institute-of-technology-report-template/szxqnwxtbcrb,,,1.0,https://github.com/CharlieLeee/BIT-Report-LaTeX,MIT,2020-05-29 04:07:15.000,2020-10-18 12:00:40,4,,,4.0,English and Chinese LaTex template for reports/projects/proposal at Beijing Institute of Technology.,,,,,,,,False,2.0,,,,,,,,,,,,,,,,,,,,,
66,北京理工大学开源软件镜像服务,BITNP/bitnp-mirrors-web,,apollo,['web'],https://mirrors.bit.edu.cn/,,,3.0,https://github.com/BITNP/bitnp-mirrors-web,,2020-04-01 00:33:51.000,2024-12-14 05:57:42,4,,2.0,4.0,镜像服务 Web 页面.,,,,,,,,False,3.0,,,,,,,,,,,,,,,,,,,,,
67,BUApp,wuhao-ouyang/BUApp,,org,,https://github.com/wuhao-ouyang/BUApp,,,3.0,https://github.com/wuhao-ouyang/BUApp,,2014-02-11 18:01:22.000,2016-05-17 01:39:53,4,1.0,1.0,4.0,北理FTP联盟android客户端.,,,,,,,,False,1.0,,,,,,,,,,,,,,,,,,,,,
68,Aya Login,frantic1048/aya-login,,srun,['web'],http://frantic1048.com/aya-login/,,,2.0,https://github.com/frantic1048/aya-login,MIT,2015-03-21 08:07:14.000,2015-10-21 00:24:53,4,,2.0,3.0,这是一个用于浏览器的 UserScript，提升 bit srun 3000 校园网登录体验。.,,,,,,,,False,3.0,,,,,,,,,,,,,,,,,,,,,
69,oh_my_course,MichaelToLearn/oh_my_course,,academic,['python'],https://github.com/MichaelToLearn/oh_my_course,,,2.0,https://github.com/MichaelToLearn/oh_my_course,Apache-2.0,2019-01-15 12:30:01.000,2019-01-15 12:49:29,4,,,3.0,【北理工】填一个excel表格就能抢课的python脚本。.,,,,,,,,False,2.0,,,,,,,,,,,,,,,,,,,,,
70,Numerical_Analysis_Notes,hc495/Numerical_Analysis_Notes,,learning,,https://github.com/hc495/Numerical_Analysis_Notes,,,1.0,https://github.com/hc495/Numerical_Analysis_Notes,MIT,2024-08-21 13:53:02.592,2021-12-08 13:15:45,4,2.0,,3.0,数值分析笔记，请随意使用 .,,,,,,,,False,2.0,,,,,,,,,,,,,,,,,,,,,
71,BIT PPT 模板生成器,yang-kun-long/bit-ppt-template,,template,,https://github.com/yang-kun-long/bit-ppt-template,,,1.0,https://github.com/yang-kun-long/bit-ppt-template,MIT,2026-05-11 04:16:14.373,2026-05-27 07:54:05,4,,,3.0,"LaTeX-free Beijing Institute of Technology style PPTX generator with YAML, CLI, Web UI, and MCP entrypoints.",,,,,,,,True,2.0,,,,,,,,,,,,,,,,,,,,,
72,Patch of BITJWC,fenprace/Patch-of-BITJWC,,academic,['web'],https://github.com/fenprace/Patch-of-BITJWC,,,1.0,https://github.com/fenprace/Patch-of-BITJWC,GPL-3.0,2016-09-21 01:56:30.000,2017-01-11 12:46:31,4,,,2.0,A script fixing bugs on the pages of jwc.bit.edu.cn.,,,,,,,,False,2.0,,,,,,,,,,,,,,,,,,,,,
73,bPlanner,phy25/bPlanner,,cal,,https://zaibit.com,,,1.0,https://github.com/phy25/bPlanner,MIT,2016-01-14 06:47:42.000,2018-03-14 11:17:42,4,,1.0,1.0,Schedule fetcher for BIT.,,,,,,,,False,2.0,,,,,,,,,,,,,,,,,,,,,
74,未来精工生存指南,TT2TER/BITFTechWiki,,agg,,https://bitft-wiki.vercel.app,,,2.0,https://github.com/TT2TER/BITFTechWiki,GPL-3.0,2022-08-19 07:42:24.000,2022-09-02 13:50:20,4,1.0,,,北理工未来精工技术学院生存指南.,,,,,,,,False,3.0,,,,,,,,,,,,tt29294/BITFTechWiki,https://gitee.com/tt29294/BITFTechWiki,1.0,,,,,,,
75,bitsrunlogin,zhwang1694/BIT-Srun-AutoLogin,bitsrunlogin,srun,['python'],https://pypi.org/project/bitsrunlogin/,,,,,GPL-3.0,,2020-12-28 11:38:26,4,,,,BIT network login based on terminal.,https://pypi.org/project/bitsrunlogin,2020-12-28 11:38:26.000,2020-12-28 11:38:26.000,0.1.0,1.0,39.0,39.0,False,3.0,,,,,,,,,,,,,,,,,,,,,
76,优化北理工成绩列表显示,,,academic,['web'],https://greasyfork.org/scripts/456009-%E4%BC%98%E5%8C%96%E5%8C%97%E7%90%86%E5%B7%A5%E6%88%90%E7%BB%A9%E5%88%97%E8%A1%A8%E6%98%BE%E7%A4%BA,,,,,MIT License,2022-12-04 17:43:09.000,2025-07-11 12:34:08,4,,,,脚本适用于北京理工大学教务系统成绩查询界面（支持校内访问、webvpn访问），调整成绩查询后表格的显示，并且能自动计算平均学分绩。.,,,,,,,,True,2.0,,,,,,,,,,,,,,,,456009.0,https://greasyfork.org/scripts/456009,https://update.greasyfork.org/scripts/456009/%E4%BC%98%E5%8C%96%E5%8C%97%E7%90%86%E5%B7%A5%E6%88%90%E7%BB%A9%E5%88%97%E8%A1%A8%E6%98%BE%E7%A4%BA.user.js,21.0,5.0,
77,北京理工大学评教脚本,,,academic,['web'],https://greasyfork.org/scripts/446772-%E5%8C%97%E4%BA%AC%E7%90%86%E5%B7%A5%E5%A4%A7%E5%AD%A6%E8%AF%84%E6%95%99%E8%84%9A%E6%9C%AC,,,,,MIT License,2022-06-20 11:58:49.000,2022-06-20 12:24:39,4,,,,北理工一键评教.,,,,,,,,False,2.0,,,,,,,,,,,,,,,,446772.0,https://greasyfork.org/scripts/446772,https://update.greasyfork.org/scripts/446772/%E5%8C%97%E4%BA%AC%E7%90%86%E5%B7%A5%E5%A4%A7%E5%AD%A6%E8%AF%84%E6%95%99%E8%84%9A%E6%9C%AC.user.js,53.0,5.0,
78,Signs,YDX-2147483647/signs,,office,,https://github.com/YDX-2147483647/signs,,,2.0,https://github.com/YDX-2147483647/signs,MIT,2024-06-13 08:07:00.194,2024-04-03 16:22:47,4,,,,整理腾讯在线收集表的签名。（适用于班级远程签字）.,,,,,,,,False,3.0,,,,,,,,,,,,,,,,,,,,,
79,培养方案显示已获得学分,,,academic,,https://greasyfork.org/scripts/472940-%E5%8C%97%E7%90%86%E5%B7%A5%E5%9F%B9%E5%85%BB%E6%96%B9%E6%A1%88%E6%98%BE%E7%A4%BA%E5%B7%B2%E8%8E%B7%E5%BE%97%E5%AD%A6%E5%88%86,,,,,MIT License,2023-08-12 09:30:39.000,2023-08-12 16:09:58,4,,,,用户在北理工本硕博一体化系统—我的培养方案中可以查看到系统内的已获得学分，查询结果仅供参考。.,,,,,,,,False,2.0,,,,,,,,,,,,,,,,472940.0,https://greasyfork.org/scripts/472940,https://update.greasyfork.org/scripts/472940/%E5%8C%97%E7%90%86%E5%B7%A5%E5%9F%B9%E5%85%BB%E6%96%B9%E6%A1%88%E6%98%BE%E7%A4%BA%E5%B7%B2%E8%8E%B7%E5%BE%97%E5%AD%A6%E5%88%86.user.js,6.0,5.0,
80,网瑞达科技的资源访问控制系统（WebVPN） 助手,,,edu-cn,,https://greasyfork.org/scripts/496336-bit-%E7%BD%91%E7%91%9E%E8%BE%BE%E7%A7%91%E6%8A%80%E7%9A%84%E8%B5%84%E6%BA%90%E8%AE%BF%E9%97%AE%E6%8E%A7%E5%88%B6%E7%B3%BB%E7%BB%9F-webvpn-%E5%8A%A9%E6%89%8B,,,,,MIT License,2024-05-28 12:39:23.000,2024-06-21 12:46:52,4,,,,更方便地使用北理的WebVPN服务，允许访问其他校内地址.,,,,,,,,False,3.0,,,,,,,,,,,,,,,,496336.0,https://greasyfork.org/scripts/496336,https://update.greasyfork.org/scripts/496336/BIT-%E7%BD%91%E7%91%9E%E8%BE%BE%E7%A7%91%E6%8A%80%E7%9A%84%E8%B5%84%E6%BA%90%E8%AE%BF%E9%97%AE%E6%8E%A7%E5%88%B6%E7%B3%BB%E7%BB%9F%EF%BC%88WebVPN%EF%BC%89%20%E5%8A%A9%E6%89%8B.user.js,3.0,5.0,
81,北理工-实验选课助手,,,academic,,https://greasyfork.org/scripts/555729-%E5%8C%97%E7%90%86%E5%B7%A5-%E5%AE%9E%E9%AA%8C%E9%80%89%E8%AF%BE%E5%8A%A9%E6%89%8B,,,,,MIT License,2025-11-13 15:21:24.000,2025-11-13 15:23:13,4,,,,bit 实验选课平台一点前端优化.,,,,,,,,True,2.0,,,,,,,,,,,,,,,,555729.0,https://greasyfork.org/scripts/555729,https://update.greasyfork.org/scripts/555729/%E5%8C%97%E7%90%86%E5%B7%A5-%E5%AE%9E%E9%AA%8C%E9%80%89%E8%AF%BE%E5%8A%A9%E6%89%8B.user.js,,5.0,
82,wyt8/bit-cs,wyt8/bit-cs,,learning,,https://github.com/wyt8/bit-cs,,,1.0,https://github.com/wyt8/bit-cs,,2025-08-05 06:30:08.093,2025-06-07 12:30:30,3,,,28.0,北京理工大学（北理工）计算机学院部分课程资料，主要为大作业、项目等。.,,,,,,,,False,3.0,,,,,,,,,,,,,,,,,,,,,
83,北京理工大学-本科-人工智能专业-通关手册,Z-Luan/BIT-AI,,learning,,https://github.com/Z-Luan/BIT-AI,,,1.0,https://github.com/Z-Luan/BIT-AI,,2024-08-18 15:49:28.482,2023-11-01 14:05:50,3,,,19.0,本人在该项目中分享了北京理工大学2020级人工智能专业相关课程的实验作业资料，欢迎star🌟。.,,,,,,,,False,3.0,,,,,,,,,,,,,,,,,,,,,
84,针对参加龙芯杯的若干建议,Silverster98/bit_nscscc_suggestion,,exp,,https://github.com/Silverster98/bit_nscscc_suggestion,,,2.0,https://github.com/Silverster98/bit_nscscc_suggestion,,2019-08-30 01:43:56.000,2019-10-31 08:28:54,3,1.0,,18.0,为了更好地帮助后来的同学参加龙芯杯，草拟了这份建议，望对后来人有所帮助.,,,,,,,,False,2.0,,,,,,,,,,,,,,,,,,,,,
85,BITCS19,Worter623/BITCS19,,learning,,https://github.com/Worter623/BITCS19,,,1.0,https://github.com/Worter623/BITCS19,,2023-02-28 05:37:44.000,2023-02-28 13:51:11,3,1.0,,17.0,北京理工大学（特立）计算机课程资料：19级or往年考题/项目代码/知识点总结.,,,,,,,,False,3.0,,,,,,,,,,,,,,,,,,,,,
86,BIT_Thesis,zhang-datou/BIT_Thesis,,template,['latex'],https://github.com/zhang-datou/BIT_Thesis,,,2.0,https://github.com/zhang-datou/BIT_Thesis,,2024-06-11 08:24:45.940,2020-05-03 02:12:21,3,9.0,2.0,12.0,北京理工大学硕士毕业论文word和latex模板.,,,,,,,,False,3.0,,,,,,,,,,,,,,,,,,,,,
87,数字信号处理,,,learning,['python'],https://gitee.com/spaitlab_0/Digital-Signal-Processing,,,,,GPL-3.0,2021-12-23 23:17:25.000,2025-11-20 11:09:16,3,6.0,,10.0,北京理工大学《数字信号处理》课程教学资料，采用Matlab和Python实现仿真。.,,,,,,,,True,3.0,,,,,,,,,,,,spaitlab_0/DSP-Book,https://gitee.com/spaitlab_0/Digital-Signal-Processing,2.0,,,,,,,
88,BIT_Score_Inquiry,YaooXu/BIT_Score_Inquiry,,academic,,https://github.com/YaooXu/BIT_Score_Inquiry,,,3.0,https://github.com/YaooXu/BIT_Score_Inquiry,,2019-08-09 06:46:30.000,2021-08-23 02:56:43,3,1.0,,10.0,北理工成绩更新查询&&计算加权.,,,,,,,,False,2.0,,,,,,,,,,,,,,,,,,,,,
89,CTF暑期培训,,,exp,,https://gitee.com/Chorolop/bitnsc2021-summer,,,,,GPL-3.0,2021-10-04 15:35:00.000,2022-09-25 14:17:37,3,3.0,,9.0,北京理工大学 信息安全实验室 / 网络安全俱乐部 2021 年 暑期培训 课件.,,,,,,,,False,2.0,,,,,,,,,,,,Chorolop/bitnsc2021-summer,https://gitee.com/Chorolop/bitnsc2021-summer,1.0,,,,,,,
90,Beijing-Institute-of-Technology-University-Physics,EnjunDu/Beijing-Institute-of-Technology-University-Physics-I,,learning,,https://github.com/EnjunDu/Beijing-Institute-of-Technology-University-Physics-I,,,1.0,https://github.com/EnjunDu/Beijing-Institute-of-Technology-University-Physics-I,,2024-06-15 08:07:18.249,2024-06-06 09:03:07,3,,,7.0,北理大学物理上.,,,,,,,,False,3.0,,,,,,,,,,,,,,,,,,,,,
91,Beamer Template for Beijing Institute of Technology,CharlieLeee/My_Beamer_Template,,template,,https://www.overleaf.com/latex/templates/beamer-template-for-beijing-institute-of-technology/kvcxtftsbrrh,,,1.0,https://github.com/CharlieLeee/My_Beamer_Template,,2020-09-17 07:52:41.000,2020-09-21 03:46:13,3,,,6.0,My Beamer Templates.,,,,,,,,False,3.0,,,,,,,,,,,,,,,,,,,,,
92,BitWebClient,yAnXImIN/BitWebClient,,srun,['java'],https://github.com/yAnXImIN/BitWebClient,,,3.0,https://github.com/yAnXImIN/BitWebClient,,2016-07-25 04:17:31.000,2016-07-25 08:18:02,3,1.0,,5.0,A Java Client for Beijing Institute of Technology Campus Web 北京理工大学校园网登录.,,,,,,,,False,3.0,,,,,,,,,,,,,,,,,,,,,
93,detect-BITOJ,YDX-2147483647/detect-BITOJ,,academic,['python'],https://github.com/YDX-2147483647/detect-BITOJ,,,1.0,https://github.com/YDX-2147483647/detect-BITOJ,,2020-12-02 11:48:22.000,2023-07-10 14:22:07,3,1.0,,5.0,探测BIT乐学OJ的保密测试用例（合法方法）.,,,,,,,,False,2.0,,,,,,,,,,,,,,,,,,,,,
94,北京理工大学-计算机科学与技术-计科课程资料-持续更新,liujiaqun/BIT-CS,,learning,,https://github.com/liujiaqun/BIT-CS,,,1.0,https://github.com/liujiaqun/BIT-CS,,2024-06-14 11:27:13.376,2024-05-11 14:49:52,3,,,5.0,北京理工大学-计算机科学与技术-计科课程资料-持续更新.,,,,,,,,False,3.0,,,,,,,,,,,,,,,,,,,,,
95,I_NEED_COURSE,friskit-china/I_NEED_COURSE,,academic,['python'],https://github.com/friskit-china/I_NEED_COURSE,,,,https://github.com/friskit-china/I_NEED_COURSE,,2016-09-14 13:01:32.000,2016-09-14 13:01:57,3,2.0,,4.0,北理工教务系统抢课工具.,,,,,,,,False,2.0,,,,,,,,,,,,,,,,,,,,,
96,理治棋壮,sswv/bitstronger,,apollo,['cpp'],https://github.com/sswv/bitstronger,,,1.0,https://github.com/sswv/bitstronger,GPL-2.0,2015-06-06 00:42:19.000,2015-06-06 01:28:31,3,2.0,,4.0,一个基于中国象棋通用引擎协议（UCCI）的中国象棋计算机博弈引擎。.,,,,,,,,False,3.0,,,,,,,,,,,,,,,,,,,,,
97,bitunion,finalion/bitunion,,org,,https://github.com/finalion/bitunion,,,1.0,https://github.com/finalion/bitunion,,2013-06-06 11:28:25.000,2013-07-28 17:22:13,3,7.0,,4.0,北理FTP联盟论坛android客户端.,,,,,,,,False,2.0,,,,,,,,,,,,,,,,,,,,,
98,Batch_Collections ➡️ Campus_network,KJH-x/Batch_Collections,,srun,['python'],https://github.com/KJH-x/Batch_Collections,,,2.0,https://github.com/KJH-x/Batch_Collections,WTFPL,2025-03-15 23:14:20.212,2024-03-20 16:39:40,3,1.0,,3.0,校园网脚本（登录、登出，自动重连）.,,,,,,,,False,3.0,,,,,,,,,,,,,,,,,,,,,
99,BIT-Automation-Proposal-Report,CharlieLeee/BIT-Automation-Proposal-Report,,template,['latex'],https://github.com/CharlieLeee/BIT-Automation-Proposal-Report,,,1.0,https://github.com/CharlieLeee/BIT-Automation-Proposal-Report,MIT,2021-01-02 05:28:05.000,2021-01-19 15:05:17,3,2.0,,2.0,北理自动化毕业设计开题报告LaTeX模板.,,,,,,,,False,3.0,,,,,,,,,,,,,,,,,,,,,
100,Starry-BITPT,frantic1048/Starry-BITPT,,org,['web'],https://github.com/frantic1048/Starry-BITPT,,,2.0,https://github.com/frantic1048/Starry-BITPT,MIT,2014-12-02 11:01:56.000,2014-12-03 07:34:03,3,,,1.0,极速之星全站夜空风格的混乱邪恶的 Stylish 样式.,,,,,,,,False,2.0,,,,,,,,,,,,,,,,,,,,,
101,BIT-AutoLogin-UserScript,YuhangHere/BIT-AutoLogin-UserScript,,edu-cn,,https://github.com/YuhangHere/BIT-AutoLogin-UserScript,,,1.0,https://github.com/YuhangHere/BIT-AutoLogin-UserScript,MIT,2025-09-07 03:05:12.177,2025-06-28 09:23:37,3,,,1.0,通过脚本实现BIT网站自动登录，可在学校任意网站页面通过一个总菜单管理所有操作。.,,,,,,,,False,3.0,,,,,,,,,,,,,,,,,,,,,
102,BIT WebVPN URL 双向转换器（浏览器扩展）,YDX-2147483647/bit-webvpn-converter-web-extension,,edu-cn,['web'],https://addons.mozilla.org/zh-CN/firefox/addon/bit-webvpn-converter/,,,1.0,https://github.com/YDX-2147483647/bit-webvpn-converter-web-extension,,2022-11-12 13:43:24.000,2023-07-10 14:25:23,3,,1.0,,BIT WebVPN URL 双向转换器。 （浏览器扩展）.,,,,,,,,False,3.0,,,,,,,,,,,,,,,,,,,,,
103,北京理工大学大学生职业发展协会综合签到系统,zhbitscda/SCDA_signsys_latest,,org,,http://signsys.zhbitscda.com/,,,,https://github.com/zhbitscda/SCDA_signsys_latest,,2017-04-21 05:07:05.000,2017-04-27 18:45:21,3,,,,北京理工大学大学生职业发展协会综合签到系统.,,,,,,,,False,2.0,,,,,,,,,,,,,,,,,,,,,
104,混合现实与新型显示实验室/虚拟人资产,,,exp,,https://gitee.com/bitmrlab/virtual-human-assets,,,,,Apache-2.0,2021-06-17 20:13:16.000,2021-08-30 11:46:59,3,0.0,,,本仓库开源了基于lightstage搭建的大球人脸形状及材质系统采集的高精度人脸模型和材质资产。数据来源北京理工大学混合现实与新型显示实验室。.,,,,,,,,False,2.0,,,,,,,,,,,,bitmrlab/virtual-human-assets,https://gitee.com/bitmrlab/virtual-human-assets,1.0,,,,,,,
105,BIT物理实验数据处理工具,,,misc,['python'],https://gitee.com/Creeper_LKF/BIT-Physics-Experiment,,,,,CC-BY-SA-4.0,2021-10-01 20:20:09.000,2021-10-02 17:58:33,3,0.0,,,这个仓库用来存放北京理工大学物理实验相关资料。.,,,,,,,,False,2.0,,,,,,,,,,,,Creeper_LKF/BIT-Physics-Experiment,https://gitee.com/Creeper_LKF/BIT-Physics-Experiment,1.0,,,,,,,
106,延河课堂播放功能增强,OrdosX/yanhekt-tool,,academic,['web'],https://greasyfork.org/scripts/434987-%E5%BB%B6%E6%B2%B3%E8%AF%BE%E5%A0%82%E6%92%AD%E6%94%BE%E5%A2%9E%E5%BC%BA,,,,,,2021-11-04 11:36:38.000,2022-01-02 06:26:25,3,,,,视频列表内一大节只显示一个链接，点击视频空白处切换播放暂停，左右方括号切换2倍速和原速，数字键1和2切换单双屏.,,,,,,,,False,2.0,,,,,,,,,,,,,,,,434987.0,https://greasyfork.org/scripts/434987,https://update.greasyfork.org/scripts/434987/%E5%BB%B6%E6%B2%B3%E8%AF%BE%E5%A0%82%E6%92%AD%E6%94%BE%E5%A2%9E%E5%BC%BA.user.js,75.0,20.7,
107,北理工乐学增强,,,academic,['web'],https://greasyfork.org/scripts/34730-%E5%8C%97%E7%90%86%E5%B7%A5%E4%B9%90%E5%AD%A6%E5%A2%9E%E5%BC%BA,,,,,,2017-11-02 08:48:22.000,2021-03-02 02:17:53,3,,,,增强北理工乐学的功能.,,,,,,,,False,2.0,,,,,,,,,,,,,,,,34730.0,https://greasyfork.org/scripts/34730,https://update.greasyfork.org/scripts/34730/%E5%8C%97%E7%90%86%E5%B7%A5%E4%B9%90%E5%AD%A6%E5%A2%9E%E5%BC%BA.user.js,154.0,34.2,
108,乐学增强脚本整合包,,,academic,,https://greasyfork.org/scripts/510922-%E5%8C%97%E4%BA%AC%E7%90%86%E5%B7%A5%E5%A4%A7%E5%AD%A6-bit-%E4%B9%90%E5%AD%A6%E5%A2%9E%E5%BC%BA%E8%84%9A%E6%9C%AC%E6%95%B4%E5%90%88%E5%8C%85,,,,,GNU General Public License v3.0 or later,2024-09-30 15:47:19.000,2025-10-26 10:26:10,3,,,,乐学脚本儿大礼包.,,,,,,,,True,2.0,,,,,,,,,,,,,,,,510922.0,https://greasyfork.org/scripts/510922,https://update.greasyfork.org/scripts/510922/%5B%E5%8C%97%E4%BA%AC%E7%90%86%E5%B7%A5%E5%A4%A7%E5%AD%A6%20BIT%5D%20%E4%B9%90%E5%AD%A6%E5%A2%9E%E5%BC%BA%E8%84%9A%E6%9C%AC%E6%95%B4%E5%90%88%E5%8C%85.user.js,22.0,5.0,
109,物理实验计算平台,lamaper/lamaper.github.io,,misc,,https://lamaper.github.io/physics/,,,1.0,https://github.com/lamaper/lamaper.github.io,CC BY-NC-SA 4.0,2023-02-27 12:44:13.000,2023-02-27 12:44:14,3,,,,my website.,,,,,,,,False,2.0,,,,,,,,,,,,,,,,,,,,,
110,北京理工大学数据库复习总结,donglinkang2021/DatabaseReview,,learning,,https://donglinkang2021.github.io/DatabaseReview/,,,1.0,https://github.com/donglinkang2021/DatabaseReview,,2024-10-01 10:36:50.083,2023-06-16 08:38:27,2,2.0,,10.0,北京理工大学大二下数据库复习总结.,,,,,,,,False,3.0,,,,,,,,,,,,,,,,,,,,,
111,数字逻辑期末考试复习,donglinkang2021/DigitLogic,,learning,,https://donglinkang2021.github.io/DigitLogic/,,,1.0,https://github.com/donglinkang2021/DigitLogic,,2024-10-01 10:36:50.684,2023-06-16 08:51:33,2,2.0,,10.0,北京理工大学大二下数字逻辑复习总结.,,,,,,,,False,3.0,,,,,,,,,,,,,,,,,,,,,
112,BITLOGIN,Touko2000/BITLOGIN,,srun,['python'],https://github.com/Touko2000/BITLOGIN,,,1.0,https://github.com/Touko2000/BITLOGIN,,2021-05-11 13:42:53.000,2022-05-16 13:06:10,2,1.0,,7.0,北理工服务器校园网登录.,,,,,,,,False,3.0,,,,,,,,,,,,,,,,,,,,,
113,LexueAPI,BIT-BOBH/LexueAPI,,academic,,https://github.com/BIT-BOBH/LexueAPI,,,1.0,https://github.com/BIT-BOBH/LexueAPI,,2023-08-29 08:27:55.000,2023-09-01 00:52:37,2,,,7.0,北京理工大学第三方乐学api实现.,,,,,,,,False,3.0,,,,,,,,,,,,,,,,,,,,,
114,BIT-Courses-for-C-and-CPP,dzyxdd/BIT-Courses-for-C-and-CPP,,learning,,https://github.com/dzyxdd/BIT-Courses-for-C-and-CPP,,,2.0,https://github.com/dzyxdd/BIT-Courses-for-C-and-CPP,,2024-04-23 09:41:17.449,2023-07-18 08:35:51,2,1.0,,5.0,北京理工大学C语言程序设计、程序设计方法与实践、数据结构与算法设计等课程题目程序整理（更新中）.,,,,,,,,False,3.0,,,,,,,,,,,,,,,,,,,,,
115,LenovoPlayPause,FrzMtrsprt/LenovoPlayPause,,apollo,,https://github.com/FrzMtrsprt/LenovoPlayPause,,,1.0,https://github.com/FrzMtrsprt/LenovoPlayPause,,2024-06-19 06:47:10.661,2024-10-09 00:11:38,2,1.0,,5.0,Map the user-defined key to Play / Pause key on Lenovo laptops.,,,,,,,,False,3.0,,,,,,,,,,,,,,,,,,,,,
116,一点儿北理地图,,,cal,['web'],https://map.bitnp.net/,,,,,,2021-07-24 19:38:18.000,2023-07-10 22:19:18,2,0.0,1.0,4.0,一个校园地图。 校内：https://map.bitnp.net/ 。 旧版：https://capchdo.com/xyc/map 。.,,,,,,,,False,3.0,,,,,,,,,,,,YDX-2147483647/map,https://gitee.com/YDX-2147483647/map,7.0,,,,,,,
117,10.0.0.55 enhance,fky2015/10-0-0-55-enhance,,srun,['web'],https://greasyfork.org/scripts/367663-10-0-0-55-enhance,,,1.0,https://github.com/fky2015/10-0-0-55-enhance,,2018-05-07 16:10:55.000,2018-08-29 05:27:53,2,,,4.0,make 10.0.0.55 clearer and better.,,,,,,,,False,3.0,,,,,,,,,,,,,,,,367663.0,https://greasyfork.org/scripts/367663,https://update.greasyfork.org/scripts/367663/100055%20enhance.user.js,19.0,5.0,
